Distribution_1,Distribution_2,Distribution_3
88.41917689,0.812168519,6.023626014
70.98736519,1.708030236,0.183162051
53.27170811,-0.845796303,1.600079343
88.62948344,0.759765599,1.038833746
63.38757998,-1.359755104,1.703509011
82.74610422,2.912615539,2.650857079
27.6870203,3.601139131,0.780843823
86.29379112,3.340258023,0.383257563
89.62964508,2.597330399,0.677770543
29.01514509,-0.179479105,2.305167316
27.99646548,2.226519662,1.932602324
20.31017411,0.059041522,8.009408427
7.578819915,-0.498798128,0.910627447
96.9711834,-5.230022933,1.424901598
9.645678725,1.000744243,1.434541464
100.6770503,1.263204319,0.017558117
85.47129674,1.7559804,1.854160968
29.95851129,1.463148312,0.218906128
67.76808442,4.392400489,1.04805024
67.5573539,3.279052639,4.709847126
54.9748487,-0.111884902,4.515331251
26.28897141,1.538522214,0.162554846
20.96242574,2.75212173,4.778531762
85.19154905,3.89149795,0.89621154
70.31973774,3.414991015,0.639737659
44.0084456,0.609167233,0.285894282
66.23117074,4.693100059,1.415463878
42.52108534,4.285709968,0.49629366
64.5725544,-0.512171377,0.042041425
27.95401741,-0.227716014,0.552263261
81.49661069,-0.748115156,2.710200993
43.85774707,-0.317674112,2.25906566
93.93914352,1.300440314,0.262745901
96.49427177,0.194862965,1.921594304
63.01819284,-0.304236397,2.801935513
88.85382089,-2.400474225,0.081552015
23.24495231,3.964930195,2.796142469
43.75826554,3.310143339,6.71807255
23.57863718,-0.962209197,2.439837377
43.18081603,-0.427160814,4.517591025
8.018544468,-0.485735018,2.844056173
39.60245452,2.365512742,0.225956267
75.02092141,-1.116167964,1.540759452
13.4860879,0.247814318,0.854255404
76.58468833,1.304465187,0.966524592
33.79170184,-2.784657484,0.474843293
7.742680318,0.868047061,0.394262602
96.79972135,2.153091802,1.363470211
70.65649566,4.097016985,1.140178298
5.369943964,3.26032723,0.410796137
23.92088823,1.678845555,2.62947982
8.146060224,3.994844699,3.184369292
20.36135574,1.354894677,0.286743983
86.1828824,2.169560129,3.324318833
78.07755954,3.109007525,1.483611132
10.17671511,-2.604001072,4.866195833
10.23447145,2.834520333,1.119737644
22.61628828,2.477873879,1.148700754
70.76769794,2.779416924,3.333811457
22.44757893,2.026320993,3.304652787
17.86047754,1.160813462,1.127056863
23.15711538,-1.371788108,2.236032332
85.66349649,-2.650012272,2.765562224
55.97616592,4.288335348,3.632950139
5.001114251,-0.814970864,2.591880257
21.15711577,-2.673894495,0.715248634
64.37676661,-1.870251662,0.070489395
64.3235013,-0.657777412,1.096906169
4.181339578,2.048014301,2.592247572
97.86359157,3.419510867,0.815440504
82.19007764,1.982528618,1.599090517
15.34318923,1.316262317,0.311841168
7.633537738,-1.541977084,3.354475671
26.43136365,-1.333980807,0.037575917
20.33942316,0.581845556,1.994069483
31.08858182,2.647460968,0.73478998
46.51540533,2.56811019,1.119659658
51.37897951,-0.225207347,0.311070783
13.13053734,-0.117566051,0.101559195
68.42413692,-0.148653132,1.60150102
77.72380398,-1.054340493,0.433619701
64.82373581,-1.181761374,2.975769097
73.83292234,2.909151043,0.631651399
35.17983389,-2.263879027,0.836924857
13.01065902,0.220889223,0.940644327
35.45055085,2.420920582,0.555044396
40.78556041,2.997665378,1.461990818
25.10103731,4.747869174,0.706326636
15.500247,3.737818505,2.036532961
21.47233042,-2.16583004,0.955037691
7.656009075,-2.661941838,2.285431764
81.36650917,5.479340235,0.295277954
21.45690225,1.594768803,0.461165545
62.55973504,1.799932302,2.459680486
83.05751379,1.26754962,0.69788535
15.2410096,3.880057522,0.434825701
62.49060714,3.598279595,5.504013657
54.74593097,-0.350463346,0.114354256
33.64951214,-1.457232916,2.352172202
4.099067806,-1.252763077,2.002725434
85.76221368,2.04861768,0.784642457
65.09925801,0.901749355,1.267040716
23.04034466,3.212570988,0.763078206
41.02299672,4.662968615,0.191552059
36.48840375,5.095686192,1.451220459
36.00314265,2.294981606,1.262776129
60.79070899,2.561390087,4.15629131
35.60065071,-1.342712153,0.99539612
43.42346075,0.061565551,1.376541147
69.12213663,0.618751308,4.334317781
30.33682469,1.268845574,0.920802589
68.98123368,4.685018446,0.506430987
31.22100292,2.880592166,0.186324059
21.98489793,-0.640062164,3.272123365
56.43125522,2.732033343,0.578428148
53.43522774,2.887617268,0.124736001
23.09658083,0.329733386,1.297341697
46.00587863,-0.937192446,0.079388658
29.52091667,4.293001336,1.671622273
14.45421818,-2.903423865,3.51990223
86.16740111,2.042367936,0.009372503
41.83311613,3.687889885,2.970583994
96.51070439,0.9219821,0.84230203
17.01497924,0.894485877,1.36226415
24.24351185,1.445273931,9.218215981
92.70048611,-1.179363644,1.527145549
5.702194697,4.154725916,2.443902289
61.74470511,-0.247310353,0.891515531
40.49443139,2.058840934,1.333314304
97.72493365,-2.215181842,0.046462344
82.20544629,0.207355302,3.608851658
99.00738615,-0.122538502,4.551929431
31.90026563,-0.677252238,0.128592509
77.32033684,2.097061189,2.09592381
44.95871489,3.236757856,1.516715053
20.28892297,2.157567442,0.156472281
48.56099445,1.039010005,0.968544292
50.96330384,-1.172938202,2.380861324
93.43245156,4.253376294,11.88571481
22.51183678,2.069462231,0.547423646
47.85992251,2.963536628,2.940334981
7.149406846,4.866920822,1.196901272
30.68098595,4.952506317,2.684720827
43.81001854,0.195454198,0.730999158
79.04516136,2.624864173,0.791765908
44.94006564,1.906034745,1.150606042
92.65909443,2.067877025,2.143514939
24.1440997,0.161667083,0.57228524
39.29215992,-1.894682025,1.708627388
57.79800987,3.309165369,1.508945004
4.018638061,1.166255168,5.933603844
70.61743806,0.153580503,1.986276618
7.014820484,4.60110043,0.302269268
98.15256078,-0.214803924,0.150352402
87.2319861,0.563251973,0.036599287
4.243272321,1.484075009,0.846849818
34.20040384,1.641774396,2.879161211
13.57712294,1.611829536,3.424788721
40.6016301,-2.143899669,0.87998755
43.08467676,0.263490846,2.1275845
42.51307923,-0.421112823,0.790679484
56.78885399,-0.893261842,1.831102568
58.03133497,1.613986353,5.822703378
64.44838661,-2.065052752,0.112287733
100.5659743,2.144152637,1.158709742
76.44496948,1.747466028,3.505500785
78.01373807,0.999283368,0.493828075
46.70663626,-0.800514474,0.008176145
21.46940127,5.008345564,0.411256206
85.14352187,0.736093245,0.028409404
20.40939131,2.865625507,0.60275207
14.52312323,1.399119711,2.122128243
56.06296245,-0.269390332,6.396539774
1.565846081,3.053081672,1.524316975
19.95950853,1.696698327,1.391627317
10.80683328,4.090365655,6.282189967
29.12407213,-2.28447689,2.505463093
76.03594808,0.576777429,0.731337401
62.1879436,0.305083015,0.780976377
96.16036576,4.092751157,2.735107358
78.44740759,1.718226556,1.91878491
96.80254247,0.932028062,0.140382059
2.214684461,4.155384291,1.422207214
78.15199808,-0.9319011,0.046871146
82.88574766,1.306678903,0.097552623
93.31249288,2.516637873,1.203198146
79.65327984,1.850576799,1.85499253
31.43508931,2.276827578,1.998292092
93.88745404,-0.738771101,0.028377244
31.58096353,1.684862786,5.341639304
57.40891447,0.443710337,0.520161694
86.54579878,-2.07181951,0.238713733
10.52992042,-2.752179527,2.088798612
10.32763795,-0.14374635,1.642223589
38.75541195,4.734750076,0.376302065
45.0425427,-2.005622588,1.513888977
34.79736699,1.921966467,2.38936219
14.91610886,-1.285895394,4.209410426
83.88524152,0.164824447,4.055189751
81.29833858,-0.992243584,0.988704297
45.2460491,-2.247867733,1.59439306
85.66395329,2.824899819,3.463155266
34.55590882,2.459273334,1.46509732
37.49573299,-1.563682912,10.41174036
92.92423062,-0.532537675,3.033151038
68.47919728,3.275440647,0.15935803
69.91191231,-2.436913775,3.003353915
35.70667996,5.027393123,3.73990972
65.82328334,-2.977592609,1.150803584
8.962700798,0.066625332,5.438037479
77.42671712,-0.151777831,1.241506949
29.87251774,0.961719501,1.807467406
30.68170933,5.773370043,0.44955099
38.94448083,0.835260077,1.658578094
39.59914311,-0.725025758,0.362446477
22.80768682,4.694365384,0.598069493
59.13005239,2.072403008,1.14689647
80.1169566,0.929387879,2.060301783
24.9992307,1.361905864,1.619362571
75.25419678,0.114221917,0.9184589
58.97684387,0.736888631,6.475340798
31.02773549,3.073134037,1.876899302
47.48444667,1.500323655,3.93742514
56.12246134,4.015619824,1.000051841
27.93516432,2.932253379,2.989384969
65.60220455,-0.768576493,0.080836201
60.68198488,1.626441755,0.681683539
20.71245127,-2.317667266,1.849571512
17.37020258,-3.323710962,1.134316493
47.48899051,2.514307437,0.595901163
10.86488165,-1.989649957,4.289308958
99.84138604,3.577373033,7.069710274
62.66527071,2.16800836,0.654039757
51.3973236,0.294248855,2.34999473
24.8111975,0.724254824,0.27480041
87.33483761,3.869983483,3.924913416
17.33790869,1.062112706,3.957217965
76.08123354,0.358418698,2.126808917
27.86977939,-0.876559512,0.170335519
89.79923771,-0.236840407,0.035156173
85.25397828,2.455393787,0.256796313
12.14749352,0.318241788,4.817515209
85.8564882,4.959533218,1.318086327
58.19726119,3.892761957,1.099272127
45.09564989,-2.391417699,2.92652412
78.6377152,-0.055407107,2.735779901
31.10724499,2.985871933,0.863196893
1.678517178,-1.339131056,0.724009958
1.537525523,1.472977468,3.46294666
39.42552907,-1.823965045,0.020109428
21.68092125,1.787723675,13.59593655
55.43013865,-0.103912677,0.640411029
2.138427361,2.524823198,0.288698656
93.50564763,1.61015692,0.379248832
21.12449916,2.995437304,2.499551003
71.54799367,4.609398835,1.427298591
9.167744097,-2.355465731,3.097256444
64.93180628,0.292722093,1.997394641
72.9729746,0.278035367,0.479512459
56.17737845,-0.280727007,2.082564965
58.61687178,-1.023500324,1.238337477
56.000741,1.271794075,0.155024627
62.01198434,-3.934037567,0.044543713
73.56015838,0.406394165,0.759516013
32.38001203,3.110789349,5.615053175
56.90459561,2.364706145,3.00382752
79.37077263,2.184090716,0.085280592
87.88059068,-0.291349968,0.75442926
29.68818351,2.781614175,0.078746783
42.74315441,-0.994374969,2.019107568
92.05235983,-0.006287366,6.766457858
14.56281561,0.047621033,1.086229287
22.52010445,2.601914665,0.318049946
77.6939699,-0.39166678,0.76208341
38.47992985,-0.690576735,0.588693408
33.08049726,-0.190163737,3.366593117
51.62543588,2.872550992,7.702858574
78.34724148,2.731313985,0.4423334
31.16978714,2.512869367,1.022909933
58.721558,0.747859252,1.896914521
32.75864009,-0.607349329,2.362636587
56.1283105,-2.558581192,1.847750746
6.470405883,1.47339363,5.190937481
49.46450859,1.937460057,0.118643144
76.63575279,0.700769411,0.422422041
75.62057624,-1.283543171,0.227822082
13.83212502,-1.031119659,0.048477151
29.718774,0.838353305,0.220818677
59.8272895,2.613294686,1.201214588
76.19534312,2.15442268,1.393166431
77.74457644,5.789701678,4.482457972
68.03439782,1.821104469,1.440965532
9.293665719,-1.575624255,1.376345168
23.65403331,-1.194867822,2.015667765
58.66986685,-2.94393357,4.110542155
16.8676436,2.428208098,0.410111783
28.68153633,4.624873622,1.56665428
55.71202203,-1.648792174,2.122850179
10.49210825,1.331581725,0.927911282
52.29700387,2.722532033,0.921933618
75.93859826,0.395138685,0.447179105
62.02435262,0.435366506,0.372790263
69.08518572,1.455252558,5.614798555
47.57302372,2.055094461,0.213195514
63.42718035,6.224789233,1.472860687
78.41095199,1.45919906,0.743386659
37.14688243,0.178593082,2.810928977
77.16204039,-0.403885233,0.057204049
48.32760704,-1.087101518,4.34428558
88.18869784,1.914648881,2.379624135
73.0375782,-4.264194296,1.456949597
57.95413396,0.684381212,0.889958813
91.22327703,0.235587182,2.173934508
21.05605048,3.07041927,1.742560058
77.9495771,2.515068439,0.12594225
18.76942022,-0.147995722,0.648158192
41.39298103,-4.587799626,1.14705778
39.98070778,2.095976496,0.506228811
73.97666126,-1.874087567,1.465997117
52.72519887,-0.582005656,2.959240396
84.91252613,-0.321154921,0.205186595
95.19736201,-0.590203113,8.522693952
74.57065651,0.083489463,0.190273943
13.48928078,0.867534054,0.178095532
7.909770115,-0.782338046,0.047775993
52.65578411,-0.622650315,10.39384858
76.44565071,3.717183887,6.981625154
39.1023571,-0.337285494,0.243330438
9.171589449,6.022027812,1.044278019
67.63407743,3.325682998,0.793514681
57.95279553,0.963981304,3.421903445
85.29117713,-0.867134203,3.538615124
14.73162201,4.594772557,2.234162957
60.69053992,-0.237773602,0.066943897
22.92905749,1.077622987,0.014719153
41.06292624,4.498219789,1.392967045
90.44065511,-2.197652754,1.53320932
48.35314367,4.510607462,0.480401427
55.06197699,0.834963241,0.368525729
91.70320888,-0.732537572,1.683641353
28.22428569,2.009377019,0.467893317
31.99039709,0.247426614,3.473043501
4.81422814,-0.471539484,6.404761632
26.75821711,-1.728242208,3.664062624
81.89400813,4.284001081,2.431262787
78.81128583,0.580391302,0.426857392
6.614859694,4.187867721,2.85849598
52.21402621,4.101527463,1.412182453
16.56493695,-0.627809656,0.037403025
22.53900139,0.987629953,3.459253297
77.37982959,1.104504562,1.581497153
23.0942388,1.906698747,0.641411786
65.5691158,0.633957325,0.545184502
83.89448291,-1.765218016,0.630396586
16.93007474,0.510700949,1.771998829
33.10373993,-0.710198456,0.467035536
76.42633474,2.228823282,4.262388702
76.79703537,2.299534156,4.152664561
69.51616665,-0.743134092,1.275411014
89.15573737,-0.547900259,4.404301959
13.65857713,2.074466748,0.037767157
32.60587478,0.316756575,0.996861544
81.26834419,3.179475361,2.810053484
53.27631859,1.144477682,0.824203497
34.50479648,2.499397783,4.064320597
51.15653352,1.900290657,1.415139579
9.11082732,0.978064147,1.105871636
49.1122663,2.399010346,6.377113256
7.224448071,1.442330762,0.967570757
21.77987779,2.898140551,0.161875151
55.91827012,2.605450138,2.603790775
51.46197468,-0.284305524,5.142467507
80.69916513,3.156854635,1.381898918
94.64612215,0.940917163,5.599913411
33.10540595,0.142073389,3.518088817
50.7786123,1.582839022,3.618036716
89.06726006,4.163951644,0.157357753
38.80145553,0.815078001,0.188464792
78.1216682,3.532963138,0.156053634
83.73050457,-1.958314011,6.034017445
9.844985255,0.907266748,3.14824255
43.75344399,0.167289961,4.157808471
49.53136464,3.685678978,0.390295837
26.80024509,-1.361144498,3.472708711
28.13664259,2.314203469,10.95116426
80.82671825,-0.031137666,0.157639397
10.60543486,1.156438068,6.857282152
17.07269615,0.846117568,1.359859359
31.1287365,1.665987236,0.095757567
81.8880138,1.467677609,0.266023119
14.63011085,0.982641492,0.463079405
46.61229968,4.346178936,8.79376735
38.14807892,2.369676125,2.653692319
55.70904968,-0.624415933,3.651752571
2.108881504,2.586569805,1.248672851
77.71408775,-1.438876639,4.723336951
80.31678223,-0.31950242,0.427317024
28.19497546,1.544295413,0.647956269
100.8663701,3.135597493,0.156158881
51.7564191,4.478760664,0.089207563
98.35065031,-1.007050615,1.863719557
70.60785795,-2.163741311,2.162363394
4.032236919,1.622453926,0.004085697
91.72843383,1.788799611,1.732908255
58.09202671,-0.799156146,1.198415088
100.5794243,1.983306043,1.601183071
27.96789977,-0.440339285,3.325283799
37.87548074,1.155422002,2.662006173
71.79684021,0.155870334,0.147460657
79.82744008,2.752392026,0.290262566
65.26773391,1.643510255,0.081732027
95.86204922,-2.458970366,0.080019134
16.57185937,0.429789713,3.299607333
90.76196132,-0.623390831,2.253893737
56.38962184,-1.591184262,2.291171688
30.59102359,1.250911262,3.712071556
98.59648406,2.022303402,3.225989505
86.39043238,-2.920505229,3.208699759
57.92110866,1.339609397,1.732777975
36.01081911,-0.982358582,4.870170646
4.987331856,3.14944105,0.328033287
5.097011331,-0.708952691,0.163011627
64.64713513,2.792539602,1.373224794
37.36568706,0.491415999,2.551446447
37.53843582,-0.220788967,2.89495024
18.11274096,1.35976082,0.866137326
52.37399899,3.162098978,0.696865475
30.62931485,1.727077882,0.802649681
42.49258856,4.819906833,3.396075348
80.37883879,1.491631517,1.019403807
78.05867123,-0.081399556,0.84560434
3.620516916,5.690307352,5.992268557
81.29251105,1.657967462,0.914677102
13.69479637,-1.066723326,0.660180222
85.84527541,1.126298982,0.172859064
99.37182711,-3.795511447,4.556190703
92.70894334,3.609440057,0.286925017
89.70363379,0.447302068,4.401158342
48.93350241,1.938262838,2.398056032
64.71434358,4.786014333,0.287021106
11.72278749,3.561546875,6.184171404
52.08994049,1.227566196,0.114420926
36.00846216,2.338642744,0.377786891
39.06681862,1.823975908,2.415600649
61.3826427,-0.145366387,1.981144198
60.03268821,1.398326801,1.767559618
95.0024738,0.179779945,1.917876578
73.92440569,-0.369835132,1.763893613
93.33707991,-1.425891491,3.071097476
86.20044683,0.040034572,0.378731436
32.46941818,-0.532714419,0.987008567
64.57093404,1.74622149,2.313945863
50.54726211,3.39632272,4.20942221
26.18108675,2.598027676,10.09040871
90.75928973,1.205994014,1.177524944
62.76373648,0.614349256,2.398662152
46.07224288,-4.454609129,1.091307329
98.87858994,0.478437218,1.71297382
28.34926419,-0.070048469,0.54643276
61.99058832,-0.4645795,3.701857347
98.05149248,1.706282458,1.67024322
97.47647374,2.914411772,1.555795535
43.09048941,-2.065882205,3.229043806
97.05549289,0.830899639,0.358003806
22.4559795,2.394682263,2.104740377
80.06082777,1.314098799,3.767790426
32.71516668,1.492747137,2.117020473
58.34108635,1.110298019,1.691555355
13.75828342,-0.565903105,1.15910912
10.65054874,-2.218487414,5.481485171
2.14497874,-3.158697407,8.179388342
71.39787509,2.923425485,0.962619295
62.44121628,-0.791247048,0.451873689
27.54490656,2.313358123,5.374982267
27.5006292,2.346399017,2.801124179
26.32530208,-0.52729039,3.87624958
32.19912964,-1.358200698,0.090476822
1.397160445,0.515227551,0.200605734
63.61199034,-1.139379036,2.565753065
35.10661045,-0.198639495,0.306832144
6.001638963,1.987290427,1.542403181
73.37381797,4.659360553,5.045425299
72.56946475,-0.573454513,0.458626166
